EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
305;PREPOSITIONS;prepositions;A2;FORM;FORM: STRANDING;Can end a 'wh-' question with a preposition, where the preposition is stranded from its complement. ;"Who are you going with? (Philippines; A2 WAYSTAGE; 2009; Tagalog; Pass)

So what are you waiting for? (Hong Kong; A2 WAYSTAGE; 1999; Chinese; Pass)"
306;PRESENT;present continuous;A2;FORM;FORM: NEGATIVE;Can use the negative form.;"[talking about a computer] I?m not using it any more. (A2 Turkish)

?the fridge isn't working. (Romanian, ===NONE===, A2 WAYSTAGE, Pass, 2009)

? he's going to work at 5.00 am, so he's not eating anything ... (A2 WAYSTAGE; 2006; Polish; Pass)"
307;PRESENT;present continuous;A2;FORM;FORM: QUESTIONS;Can use 'wh-' questions, especially in the context of letters and emails.;"Dear Mom, How are you doing? (Thailand; A2 WAYSTAGE; 2010; Thai; Pass)

What are you bringing with you? (Cyprus; A2 WAYSTAGE; 2009; Greek; Pass)"
312;PRESENT;present simple;A2;FORM;FORM: AFFIRMATIVE;Can use the affirmative form with an increasing range of regular and irregular verbs.;"They are very important to me, because they bring me good luck. (Key English Test, A2,Bulgarian)

I hope you can come next time. (Key English Test, A2,Portuguese)

 The journey takes about half an hour from Paris. (Key English Test, A2, French)"
313;PRESENT;present simple;A2;FORM;FORM: INDIRECT QUESTIONS;Can form indirect questions with 'Do you know' + 'how', 'where', 'why', or 'what' ...?';"Do you know how to get to my house? (Key English Test, A2, Spanish)

Do you know which present I like best? (Key English Test, A2, Chinese)"
314;PRESENT;present simple;A2;FORM;FORM: NEGATIVE ;Can use the negative form with an increasing range of regular and irregular verbs.;"I don't need the video because I've got the DVD. (Key English Test, A2, Greek)

You don't bring anything because it's the first day. (Key English Test, A2, Spanish - European)

It doesn't cost very much. (Key English Test, A2, Italian)"
315;PRESENT;present simple;A2;FORM;FORM: QUESTIONS ;Can use 'yes/no' and 'wh-' question forms with 'you'.;"Do you have a mobile phone? (Key English Test, A2, Greek)

Do you know we are going to have a concert at school?(Key English Test, A2, Bengali) 

What do you think about my mobile phone? (Key English Test, A2, Turkish)

Who do you want to come to the concert? (Key English Test, A2, Spanish)"
316;PRESENT;present simple;A2;FORM;FORM: WITH ADVERBS OF INDEFINITE FREQUENCY ;Can use the present simple with adverbs of indefinite frequency.    ► adverbs;"People usually try to eat their breakfast between 7 and 9 am. (Skills for Life Elementary 2, A2, Polish)

They always make special things for their celebrations. (Skills for Life Elementary 2, A2, Panjabi)"
320;PRONOUNS;possessive;A2;FORM;FORM: + 'OF MINE' ;Can use the possessive pronoun 'mine' after 'of' in the phrases 'a friend of mine' and 'friends of mine'.;"A friend of mine gave me a present for my birthday. (China; A2 WAYSTAGE; 2004; Chinese; Pass)

Some friends of mine were here with me too. (Key English Test; A2; Portuguese)"
321;PRONOUNS;possessive;A2;FORM;FORM: 'MINE';Can use the possessive pronoun 'mine', with singular and plural reference, in subject and object positions, and complement positions after 'be' and after prepositions.;"I bought a new jacket because mine was very old. (Key English Test; A2; Italian)

I bought a pullover and trousers because mine are too small for me. (Key English Test; A2; Korean)

The phone is not mine. (Key English Test; A2 Czech) 

You should bring your computer games and Maths book. I have lost mine. (Key English Test; A2; Turkish) 

I want to give you a birthday present like mine. (Key English Test; A2; Chinese) "
322;PRONOUNS;possessive;A2;FORM;FORM: 'YOURS' AS OBJECT;Can use the possessive pronoun 'yours', with singular reference, in object positions, and complement positions after 'be' and after prepositions.;"It was my best present, although I also loved yours. (Key English Test; A2; Spanish-European)

My favourite meal is spaghetti with garlic bread. What's yours? (Key English Test for Schools; A2; Tagalog)

To go to my house from yours, take the first on the right, Victoria Road, and there is an underground station. (Key English Test; A2; French)

I bought a pink mobile. It's like yours. (Turkey; A2 WAYSTAGE; 2007; Turkish; Pass)

So that's all about my mobile phone. Please write to me about yours too! (Key English Test; A2;Turkish)"
323;PRONOUNS;reflexive;A2;FORM;FORM: SAME SUBJECT AND OBJECT.;Can use a limited range of singular reflexive pronouns ('myself', 'yourself') with a limited range of verbs ('enjoy', 'buy') to refer to actions where the subject and object of the verb are the same.;"I enjoyed myself so much. (Vietnam; A2 WAYSTAGE; 2009; Vietnamese; Pass)

I bought myself a yellow T-shirt with nothing on it. (Germany; A2 WAYSTAGE; 2008; German; Pass)

I hope you'll enjoy yourself . (Italy; A2 WAYSTAGE; 2001; Italian; Pass)"
324;PRONOUNS;subject/ object;A2;FORM;FORM: (SUBJECT) ELLIPSIS AFTER 'HOPE';Can leave out the subject pronoun with 'hope'. ► ellipsis;"Hope to see you soon. (Key English Test ; A2; Turkish)

Hi! How are you? Hope you are fine. (India; A2 WAYSTAGE; 2006; Hindi; Pass)"
325;PRONOUNS;subject/ object;A2;FORM;FORM: (SUBJECT) EMPTY 'IT';Can use 'it' as an empty subject when there is nothing else to put in subject position, particularly with weather or time. ;"It's warm and windy. (Key English Test for Schools; A2; Vietnamese)

Now it 's 3 pm. (B1 THRESHOLD; 2004; Pass)"
326;PRONOUNS;demonstratives;A2;FORM;FORM: 'THIS';Can use 'this' as a pronoun with singular reference.;"This is a very interesting place. (A2 WAYSTAGE; 2008; Panjabi; Pass)

I'm very happy about this. (Turkey; A2 WAYSTAGE; 2007; Turkish; Pass)"
330;PRONOUNS;demonstratives;A2;FORM;FORM: 'THAT';Can use 'that' as a pronoun with singular reference.;"That was amazing. (Peru; A2 WAYSTAGE; 2007; Spanish - Latin American; Pass)

After that, we can go and drink a cup of coffee and eat a piece of cake. (Mexico; A2 WAYSTAGE; 2003; Spanish - Latin American; Pass)"
334;PRONOUNS;quantity;A2;FORM;FORM: 'SOME' AND 'ANY' ;Can use pronouns 'some' and 'any', to refer to quantity.;"[talking about items of clothing] Some were cheap but some were expensive. (Mexico; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

It lasts for 2 hours and we need to bring some erasers because they don't have any. (Greece; A2 WAYSTAGE; 2006; Greek; Pass)"
335;PRONOUNS;quantity;A2;FORM;FORM: 'SOME' AS SUBJECT AND OBJECT;Can use 'some' as a subject and object to refer back to a plural or uncountable noun. ;"I saw a lot of people on the beach, some were playing football and some were sunbathing. (A2 WAYSTAGE; 2011; Somali; Pass 

So, I think we will need more meat for the barbeque; if possible, you could bring some. (A2 WAYSTAGE; 2006; Portuguese; Pass)

I can bring CDs if you need some. (France; A2 WAYSTAGE; 2005; French; Pass)"
336;PRONOUNS;quantity;A2;FORM;FORM: 'ANY' AS OBJECT;Can use 'any' as an object in a negative clause to refer back to a plural or uncountable noun. ;"Bring some good CDs. I don't have any. (France; A2 WAYSTAGE; 2009; French; Pass)

Can you bring orange juice please? I don't have any. (Portugal; A2 WAYSTAGE; 2009; Portuguese; Pass

[talking about taking presents to a party] Did you take any? (Iran; A2 WAYSTAGE; 2004; Farsi; Fail)"
337;PRONOUNS;quantity;A2;FORM;FORM: WITH 'OF' + OBJECT PRONOUN;Can use a limited range of pronouns ('all', 'both') with 'of' followed by an object pronoun, to refer to quantity.;"There are a lot of functions but I don't know how to use all of them. (France; A2 WAYSTAGE; 2007; French; Pass)

It was a brilliant party, and all of our school friends were there. All of them asked about you and they wanted to see you. (Iran; A2 WAYSTAGE; 2004; Farsi; Pass)

My uncle took all of us to the Eiffel Tower. (Vietnam; A2 WAYSTAGE; 2009; Vietnamese; Pass)

I've booked two tickets for both of us, so I hope you'll come. (Malaysia; A2 WAYSTAGE; 2009; Chinese; Pass)

The tickets cost £5 but I can pay for both of them. (France; A2 WAYSTAGE; 2010; French; Pass)"
338;PRONOUNS;substitution, one, ones, none;A2;FORM;FORM: 'ONE';Can use 'one' as a pronoun to substitute for singular countable nouns which have already been mentioned or are obvious from the context. ;"[talking about a phone] I chose the black one with the numbers in orange. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)

I bought a new pullover, because my old one is too small. (Romania; A2 WAYSTAGE; 2008; German; Pass)"
339;PRONOUNS;substitution, one, ones, none;A2;FORM;FORM: PRE-MODIFYING;Can use determiners + premodifers + 'one'. ;"I like my present very much because I needed a new one. (Netherlands; A2 WAYSTAGE; 2004; Flemish; Pass)

I love blue so I bought the blue one. (Turkey; A2 WAYSTAGE; 2007; Turkish; Pass)

It is easy to use and it is smaller than the old one. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)

It's better than the other one. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)

I have lots of presents, but my favourite one is a CD, Michael gave it to me. (Mexico; A2 WAYSTAGE; 2004; Spanish - Latin American; Pass)"
341;PRONOUNS;indefinite - thing, -one, -body etc;A2;FORM;FORM: OBJECT OR COMPLEMENT;Can use an increasing range of indefinite pronouns as objects or complements of prepositions. ;"[talking about a phone] I need it because I have to call someone. (Brazil; A2 WAYSTAGE; 2005; Portuguese; Pass)

I invited everyone in the school but some people didn't come ? (Brazil; A2 WAYSTAGE; 2004; Portuguese; Pass)

I have borrowed it from somebody. (India; A2 WAYSTAGE; 2005; Hindi; Pass)"
342;PRONOUNS;indefinite - thing, -one, -body etc;A2;FORM;FORM: SUBJECT;Can use a limited range of indefinite pronouns ('someone', 'everyone') as subjects, with a singular verb. ;"I bought them because someone stole my luggage at the airport. (France; A2 WAYSTAGE; 2008; French; Pass)

When someone calls me, it rings with a very lovely song. (Cyprus; A2 WAYSTAGE; 2007; Turkish; Pass)

I liked the competition because it is an enjoyable game and everyone likes it. (India; A2 WAYSTAGE; 2007; Hindi; Pass) "
343;PRONOUNS;indefinite - thing, -one, -body etc;A2;FORM;FORM: NEGATIVE + 'ANYTHING';Can use 'anything' after a negative verb form. ;"You don't have to bring anything. (Italy; A2 WAYSTAGE; 2006; Italian; Pass)

When I want to eat something in the night, I can't find anything because it is too dark. (A2 WAYSTAGE; 2009; Polish; Pass)"
346;PRONOUNS;indefinite - thing, -one, -body etc;A2;FORM;FORM: WITH 'ELSE';Can use indefinite pronouns with 'else'.;"Have you got something else to do on Saturday or can you come with me? (Italy; A2 WAYSTAGE; 2010; Italian; Pass)

We have to bring some paints, but nothing else. (Spain; A2 WAYSTAGE; 2006; Spanish - European; Pass)

If you need anything else, you'll find it in the classroom. (Lebanon; A2 WAYSTAGE; 2006; Arabic - Levant; Pass)

I'm going to a rock concert on Saturday, but I have three tickets for two people (me and my brother) and I am looking for someone else to go with me, so, would you like to go? (Brazil; A2 WAYSTAGE; 2009; Portuguese; Pass)"
349;QUESTIONS;alternatives;A2;FORM;FORM: WORD + WORD;Can form alternative questions with two words from the same class combined with 'or'. ;"Can you bring some food or drinks for the dinner? (Spain; A2 WAYSTAGE; 2009; Spanish - European; Pass) 

Is it cheap or expensive for you? (Spain; A2 WAYSTAGE; 2010; Spanish - European; Pass)

We can chat or watch a film. (Italy; A2 WAYSTAGE; 2009; Italian; Pass)"
350;QUESTIONS;tags;A2;FORM;FORM: QUESTION TAGS;Can use a limited range of question tags.;"You don't know where I live, do you? (Spain; A2 WAYSTAGE; 2009; Spanish - European; Pass)

It differs from the story which you told me, doesn't it? (Japan; A2 WAYSTAGE; 2010; Japanese; Pass)

It's fantastic, isn't it? (Italy; A2 WAYSTAGE; 2004; Italian; Pass)

It cost £30, it was not too expensive, was it? (Spain; A2 WAYSTAGE; 2008; Spanish - European; Pass)"
351;QUESTIONS;wh-;A2;FORM;FORM: MAIN VERB 'BE';Can use 'wh-'words + main verb 'be' + subject to form 'wh-' questions. ;"How was your dinner yesterday? (Mexico; A2 WAYSTAGE; 2009; Spanish - Latin American; Pass)

How are you, my friend? (India; A2 WAYSTAGE; 2010; Hindi; Pass)

Where are you, men? (Brazil; A2 WAYSTAGE; 2010; Portuguese; Pass)"
352;QUESTIONS;wh-;A2;FORM;FORM: WITH AUXILIARY 'DO';"Can use 'wh-'words + auxiliary 'do' + subject + main verb to form 'wh-'questions. ► present simple;  ► past simple";"What do you think? (Brazil; A2 WAYSTAGE; 2001; Portuguese; Pass)

What did you do yesterday? (Spain; A2 WAYSTAGE; 2008; Spanish - European; Pass)

Where did you go? (Taiwan; A2 WAYSTAGE; 2009; Chinese; Pass)

How do you know? (Portugal; A2 WAYSTAGE; 2007; Portuguese; Pass)

Why don't you buy it? (Italy; A2 WAYSTAGE; 2002; Italian; Pass)"
353;QUESTIONS;wh-;A2;FORM;FORM: WITH AUXILIARY 'HAVE';Can use 'wh-'words + auxiliary 'have' to form 'wh-'questions. ► present perfect  ►  past perfect;"How have you been? (2666051_1; KET; Brazil; A2 WAYSTAGE; 2009; Portuguese; Pass)

What have you brought for me? (2644997_1; KET; France; A2 WAYSTAGE; 2009; French; Pass)"
354;QUESTIONS;wh-;A2;FORM;FORM: WITH AUXILIARY 'BE';Can use 'wh-'words + auxiliary 'be' to form 'wh-'questions. ► present continuous ► past continuous;"Who are you going with? (Philippines; A2 WAYSTAGE; 2009; Tagalog; Pass)

When are you coming here? (Spain; A2 WAYSTAGE; 2009; Spanish - European; Pass)

Where are you going? (Philippines; A2 WAYSTAGE; 2009; Tagalog; Pass)"
355;QUESTIONS;wh-;A2;FORM;FORM: MODAL VERBS ;Can use 'wh-'words + modal verbs + subject + main verb to form 'wh-'questions.;"What will you bring? (Turkey; A2 WAYSTAGE; 2009; Turkish; Pass)

What can I do? (A2 WAYSTAGE; 2010; Arabic - Other; Pass)

How can I help you? (A2 WAYSTAGE; 2008; Polish; Pass)

How will you get here? (Spain; A2 WAYSTAGE; 2009; Spanish - European; Pass)

When can I visit you? (A2 WAYSTAGE; 2008; Polish; Pass)

When can we meet? (Spain; A2 WAYSTAGE; 2005; Spanish - European; Pass)"
357;QUESTIONS;yes/no;A2;FORM;FORM: MAIN VERB 'BE';Can use main verb 'be' + subject to form 'yes/no' questions. ;"Are you ok? (A2 WAYSTAGE; 2007; Kurdish; Pass)

Where is your dog? Is it ok? (Turkey; A2 WAYSTAGE; 2003; Turkish; Pass)

Are you ready? (Italy; A2 WAYSTAGE; 2006; Italian; Pass)"
358;QUESTIONS;yes/no;A2;FORM;FORM: MODAL VERBS;Can use an increasing range of modal verbs + subject + main verb to form 'yes/no' questions.;"Could you meet me at my home at 7 pm? (Brazil; A2 WAYSTAGE; 2008; Portuguese; Pass)

Could you look for it? (Uruguay; A2 WAYSTAGE; 2005; Spanish - Latin American; Pass)

Would you like to go with me to the U2 concert? (Italy; A2 WAYSTAGE; 2009; Italian; Pass)

Will you come with me? (India; A2 WAYSTAGE; 2009; Assamese; Pass)"
359;QUESTIONS;yes/no;A2;FORM;FORM: LEXICAL VERBS WITH 'DO';Can use auxiliary 'do' + subject + main verb to form 'yes/no' questions. ;"My favourite song is 'Viva la vida'. Do you know it? (Spain; A2 WAYSTAGE; 2009; Spanish - European; Pass)

My bedroom will be blue!! I love this colour!! Do you like it? (Brazil; A2 WAYSTAGE; 2006; Portuguese; Pass)

Yesterday, I went to buy some new clothes at the new store that is opposite my house, do you remember it? (Mexico; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

Did you see the football match last night? (India; A2 WAYSTAGE; 2007; Marathi; Pass)"
360;QUESTIONS;yes/no;A2;FORM;FORM: AUXILIARY 'BE';Can use auxiliary 'be' + subject + the '-ing' form (continuous form) to form 'yes/no' questions.;"Are you going to come? (Spain; A2 WAYSTAGE; 2006; Catalan; Pass)

Are you feeling better? (A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

Are you going to the new art class? (Cyprus; A2 WAYSTAGE; 2006; Turkish; Pass)

Are you doing anything on Friday? (Spain; A2 WAYSTAGE; 2010; Chinese; Pass)"
361;QUESTIONS;yes/no;A2;FORM;FORM: AUXILIARY 'HAVE';Can use auxiliary 'have' + subject + the '-ed' form to form 'yes/no' questions.  ►  present perfect;"I've just watched a football competition with my family and friends. Have you watched it? (Japan; A2 WAYSTAGE; 2007; Japanese; Pass)

I left my mobile in your house, have you seen it? (Argentina; A2 WAYSTAGE; 2005; Catalan; Pass)"
363;VERBS;patterns_that clauses;A2;FORM;FORM: REPORTING VERBS + DIRECT OBJECT 'THAT'-CLAUSE;Can use a limited range of verbs, typically reporting, with a 'that'-clause as the direct object. ;"I hope that you'll come. (India; A2 WAYSTAGE; 2009; Tamil; Pass)

I think that it begins on 20 or 21 May. (Spain; A2 WAYSTAGE; 2006; Catalan; Pass)

My mother said that she can help us. (Peru; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

I heard that you are quite busy right now. (Thailand; A2 WAYSTAGE; 2004; Thai; Pass)"
364;VERBS;patterns_that clauses;A2;FORM;FORM: VERBS + DIRECT OBJECT CLAUSE WITHOUT 'THAT';Can use reporting verbs, especially mental process verbs, with a clause as the direct object, without 'that', especially in informal contexts. ;"I hope you can go, buddy. (Brazil; A2 WAYSTAGE; 2009; Portuguese; Pass)

I think I left my phone there, maybe in your kitchen. (Italy; A2 WAYSTAGE; 2005; Italian; Pass)

I think you should go visit the Kuala Lumpur Twin Towers. (Malaysia; A2 WAYSTAGE; 2001; Malay; Pass)

I know it's impossible for you to come during examination time. (Bangladesh; A2 WAYSTAGE; 2004; Bengali; Pass)

My mother said you can come to me at 6.30 pm. (Italy; A2 WAYSTAGE; 2009; Italian; Pass)"
